L,J_over_U,tau,k,S,handle_pct_fi,handle_gap,pct_kernel,pct_geo,pct_maxn,pct_anti,kernel_eq_fi,fi_eq_geo,sp_Fi_offsite,sp_Fi_total,sp_Fi_local,sp_Fi_spread,mean_bond_coh,sp_Fi_A,sp_total_A,total_redist_mean,kernel_spread_mean,off_sel_frac,on_sel_signed,colsum_sanity
6,0.12,1,2,"(2, 3)",40.0,-0.0016331851218280033,40.0,40.0,100.0,33.33333333333333,1,1,0.9276336570439175,0.48571428571428577,0.46381682852195877,0.4285714285714286,0.5508488263116167,1.0,0.48571428571428577,0.0024403370733328913,0.8718190962673459,0.9889910711830339,-0.0001521204324874681,4.440892098500626e-15
6,0.12,2,2,"(2, 3)",40.0,-0.002363700574591032,40.0,40.0,100.0,33.33333333333333,1,1,1.0,0.9276336570439175,0.3714285714285715,-0.3714285714285715,0.5508488263116167,1.0,0.9276336570439174,0.011817818796738913,1.0643125430251328,0.975488725739333,-0.0007603518573284784,1.1102230246251565e-14
6,0.12,3,2,"(2, 3)",40.0,-0.0023664874033585415,40.0,40.0,100.0,33.33333333333333,1,1,1.0,1.0,0.4780914437337575,-0.4285714285714286,0.5508488263116167,1.0,1.0,0.02309298289985338,1.211394904057949,0.9522497303953885,-0.0024867533489499882,6.106226635438361e-15
6,0.16,1,2,"(2, 3)",40.0,-0.0010511527206685132,40.0,40.0,100.0,6.666666666666667,1,1,0.942857142857143,0.942857142857143,0.46381682852195877,0.5428571428571429,0.5767437578587923,1.0,0.942857142857143,0.004443796080917106,0.8873251070704335,0.9227098318594078,-0.0019458501773800263,3.885780586188048e-15
6,0.16,2,2,"(2, 3)",53.333333333333336,-4.5070809416240115e-05,53.333333333333336,53.333333333333336,100.0,33.33333333333333,1,1,0.8285714285714287,0.8696565534786727,0.46381682852195877,-0.48571428571428577,0.5767437578587923,1.0,0.8696565534786727,0.020865074416082468,1.1065136166168321,0.90942647722541,-0.0050282789449638265,4.440892098500626e-15
6,0.16,3,2,"(2, 3)",66.66666666666666,0.0024105129892786938,66.66666666666666,66.66666666666666,86.66666666666667,33.33333333333333,1,1,0.8857142857142858,0.8857142857142858,0.5002164033860247,-0.4285714285714286,0.5767437578587923,1.0,0.8857142857142858,0.03787674751396427,1.2993845903400032,0.8856550547137514,-0.010400208753558515,1.0547118733938987e-14
6,0.2,1,2,"(2, 3)",80.0,0.0012504181177774706,80.0,80.0,80.0,6.666666666666667,1,1,0.9276336570439175,0.9276336570439175,0.9121593238215745,-0.4285714285714286,0.5994782058127528,0.9856107606091623,0.9117647058823529,0.00687632884973773,0.9228171032220058,0.8490428444625431,-0.00570688457288504,3.3306690738754696e-15
6,0.2,2,2,"(2, 3)",86.66666666666667,0.006398619200980052,86.66666666666667,86.66666666666667,86.66666666666667,20.0,1,1,0.9276336570439175,0.942857142857143,0.9856107606091623,-0.4285714285714286,0.5994782058127528,0.9856107606091623,0.9276336570439175,0.03117584258153755,1.1622547503549325,0.8383190802218301,-0.013232740690823142,2.7755575615628914e-15
6,0.2,3,2,"(2, 3)",86.66666666666667,0.012476757473647042,86.66666666666667,86.66666666666667,86.66666666666667,6.666666666666667,1,1,0.5428571428571429,0.9856107606091623,0.9276336570439175,-0.48571428571428577,0.5994782058127528,0.9856107606091623,0.9705882352941178,0.051864898660254156,1.421031679668242,0.8157909749200045,-0.024011473830349073,2.7755575615628914e-15
6,0.24,1,2,"(2, 3)",86.66666666666667,0.005242401242525078,86.66666666666667,86.66666666666667,86.66666666666667,6.666666666666667,1,1,0.9276336570439175,0.9276336570439175,0.9710083124552245,-0.5428571428571429,0.6181707941659661,0.942857142857143,0.9276336570439174,0.009770253621086874,0.9732247193138196,0.7797953902149979,-0.011089567213926288,6.106226635438361e-15
6,0.24,2,2,"(2, 3)",100.0,0.01514231551184475,100.0,100.0,100.0,6.666666666666667,1,1,0.942857142857143,0.942857142857143,0.9710083124552245,-0.4285714285714286,0.6181707941659661,0.942857142857143,0.8857142857142858,0.041638402978948864,1.2273969463475813,0.7733908080111004,-0.02421051758393067,3.885780586188048e-15
6,0.24,3,2,"(2, 3)",100.0,0.024719317664420325,100.0,100.0,100.0,6.666666666666667,1,1,0.4285714285714286,0.4285714285714286,0.44136741475237473,-0.48571428571428577,0.6181707941659661,0.942857142857143,0.3714285714285715,0.06499651765234547,1.5408146770674926,0.7547635180606346,-0.04068942668202291,5.551115123125783e-15
6,0.3,1,2,"(2, 3)",100.0,0.012439833775952109,100.0,100.0,100.0,6.666666666666667,1,1,0.942857142857143,0.9276336570439175,0.8857142857142858,-0.942857142857143,0.6348677858453614,1.0,0.9276336570439174,0.014683543909292754,1.053149789222254,0.7008300964983281,-0.019906587795288866,8.326672684688674e-15
6,0.3,2,2,"(2, 3)",100.0,0.028858798685339315,100.0,100.0,100.0,6.666666666666667,1,1,1.0,1.0,0.9710083124552245,-0.8285714285714287,0.6348677858453614,1.0,1.0,0.05743912608120091,1.3004902471580282,0.7034317831675123,-0.04100046622405362,4.9960036108132044e-15
6,0.3,3,2,"(2, 3)",100.0,0.040876265138005075,100.0,100.0,100.0,6.666666666666667,1,1,0.48571428571428577,0.48571428571428577,-0.8696565534786727,0.48571428571428577,0.6348677858453614,1.0,0.48571428571428577,0.08935237200907609,1.5405892814309459,0.7011188845225375,-0.06307091567405854,2.220446049250313e-15
6,0.4,1,2,"(2, 3)",100.0,0.020547398680085385,100.0,100.0,100.0,6.666666666666667,1,1,0.9276336570439175,0.9276336570439175,0.9276336570439175,-0.942857142857143,0.6475258174466291,0.9856107606091623,0.9411764705882354,0.024029154478822923,1.1670190250107946,0.6479834362003399,-0.029066618371854425,5.551115123125783e-15
6,0.4,2,2,"(2, 3)",100.0,0.039028715594644436,100.0,100.0,100.0,13.333333333333334,1,1,1.0,1.0,0.9276336570439175,-0.3714285714285715,0.6475258174466291,0.9856107606091623,0.9856107606091623,0.08299152206725484,1.3467478291908783,0.6841427732427492,-0.05472207222067438,4.440892098500626e-15
6,0.4,3,2,"(2, 3)",100.0,0.04709213381862766,100.0,100.0,100.0,6.666666666666667,1,1,0.4285714285714286,0.5428571428571429,-0.8285714285714287,0.3714285714285715,0.6475258174466291,0.9856107606091623,0.5217939320872036,0.12598627347373326,1.5703512623756684,0.7015036250312989,-0.07763673620988398,4.9960036108132044e-15
