tau,J_over_U,overlap_fi_geo,C_S_burn,D_S,D_S_geo,off_sel_frac,pct_fi,pct_geo,pct_dopt,dopt_eq_fi,sp_Fi_drain,D_S_neg,setting,pattern,strength,realization
1,0.2,1.0,0.0063935165464804,0.0624546006733565,0.0624546006733565,0.5327968999120939,53.333333333333336,53.333333333333336,60.0,0,0.6571428571428573,,disorder,rand,0.5,6
2,0.2,1.0,0.0063935165464804,0.1870222172383191,0.1870222172383191,0.5024843582461246,46.666666666666664,46.666666666666664,60.0,0,0.6571428571428573,,disorder,rand,0.5,6
3,0.2,1.0,0.0063935165464804,0.3023222869244788,0.3023222869244788,0.5,53.333333333333336,53.333333333333336,60.0,0,0.6571428571428573,-0.2779270269838862,disorder,rand,0.5,6
1,0.3,1.0,0.0231170292086148,0.1122116541645806,0.1122116541645806,0.4999999999999994,60.0,60.0,60.0,1,1.0,,disorder,rand,0.5,6
2,0.3,1.0,0.0231170292086148,0.2959061231335321,0.2959061231335321,0.4999999999999997,60.0,60.0,46.666666666666664,0,0.942857142857143,,disorder,rand,0.5,6
3,0.3,1.0,0.0231170292086148,0.4247822215133331,0.4247822215133331,0.4999999999999999,66.66666666666666,66.66666666666666,53.333333333333336,0,0.8285714285714287,-0.3486814611421681,disorder,rand,0.5,6
1,0.4,1.0,0.0343484492002922,0.1502781113518493,0.1502781113518493,0.5000000000000008,66.66666666666666,66.66666666666666,66.66666666666666,1,1.0,,disorder,rand,0.5,6
2,0.4,1.0,0.0343484492002922,0.3591434515270874,0.3591434515270874,0.5000000000000002,73.33333333333333,73.33333333333333,73.33333333333333,1,1.0,,disorder,rand,0.5,6
3,0.4,1.0,0.0343484492002922,0.4582475729559332,0.4582475729559332,0.4999999999999999,100.0,100.0,60.0,0,0.7714285714285715,-0.3776234150395142,disorder,rand,0.5,6
1,0.12,0.0,0.0232367449619537,0.0695168221068506,-0.0054186797139736,0.500000000000002,100.0,6.666666666666667,100.0,1,0.942857142857143,,disorder,rand,0.5,7
2,0.12,0.0,0.0232367449619537,0.1973208118571708,0.0053558529071296,0.5000000000000004,100.0,6.666666666666667,100.0,1,0.942857142857143,,disorder,rand,0.5,7
3,0.12,0.0,0.0232367449619537,0.3387893395523381,0.0162813277629964,0.5000000000000004,100.0,6.666666666666667,100.0,1,0.942857142857143,-0.1600461442365655,disorder,rand,0.5,7
1,0.2,0.0,0.0245616572158887,0.0514809192076077,-0.0009829710184887,0.6437828766583186,46.666666666666664,6.666666666666667,46.666666666666664,1,0.942857142857143,,disorder,rand,0.5,7
2,0.2,0.0,0.0245616572158887,0.1409274647352449,0.0392322604521524,0.6158438146121992,33.33333333333333,13.333333333333334,33.33333333333333,1,0.942857142857143,,disorder,rand,0.5,7
3,0.2,0.0,0.0245616572158887,0.2431941195946209,0.0756526377944355,0.6036181707098609,53.333333333333336,13.333333333333334,100.0,0,0.8857142857142858,-0.0651422673640583,disorder,rand,0.5,7
1,0.3,0.0,0.0248137922943042,0.0731947790560156,0.0381219629637202,0.5610049379859411,33.33333333333333,20.0,33.33333333333333,1,0.942857142857143,,disorder,rand,0.5,7
2,0.3,0.0,0.0248137922943042,0.1952428314683215,0.1383781623001049,0.5425706551720639,33.33333333333333,20.0,33.33333333333333,1,0.942857142857143,,disorder,rand,0.5,7
3,0.3,0.0,0.0248137922943042,0.3039835172327321,0.2017910686865336,0.53569234091797,33.33333333333333,13.333333333333334,33.33333333333333,1,0.942857142857143,-0.1297400617523977,disorder,rand,0.5,7
1,0.4,0.0,0.0234908877249508,0.0885943824944379,0.0858375577671258,0.5000000000000009,33.33333333333333,26.666666666666668,60.0,0,0.7714285714285715,,disorder,rand,0.5,7
2,0.4,0.0,0.0234908877249508,0.2211365783711668,0.2278862884212786,0.5000000000000006,26.666666666666668,33.33333333333333,26.666666666666668,1,0.942857142857143,,disorder,rand,0.5,7
3,0.4,0.0,0.0234908877249508,0.3224986681876225,0.2825336475089762,0.5000000000000001,66.66666666666666,40.0,66.66666666666666,1,1.0,-0.1563574419122199,disorder,rand,0.5,7
1,0.12,0.5,0.0035954898833587,0.0249098395552269,0.0064437032236475,0.6830712637138997,40.0,13.333333333333334,100.0,0,0.8285714285714287,,disorder,rand,0.5,8
2,0.12,0.5,0.0035954898833587,0.0760196885976848,0.037885803809,0.6437784401819022,40.0,20.0,100.0,0,0.8285714285714287,,disorder,rand,0.5,8
3,0.12,0.5,0.0035954898833587,0.1338796484842411,0.0760565677107734,0.6318229759681864,33.33333333333333,20.0,100.0,0,0.942857142857143,-0.1215329680447503,disorder,rand,0.5,8
1,0.2,0.5,0.0055188736708757,0.0557895902055488,0.0257468289631191,0.6023201065226884,46.666666666666664,20.0,26.666666666666668,0,0.8285714285714287,,disorder,rand,0.5,8
2,0.2,0.5,0.0055188736708757,0.1695482731988273,0.1004979349610705,0.5730419487401992,40.0,20.0,40.0,1,0.942857142857143,,disorder,rand,0.5,8
3,0.2,0.5,0.0055188736708757,0.2784923577651793,0.1749511825378012,0.5654615179485384,46.666666666666664,20.0,46.666666666666664,1,0.942857142857143,-0.2547861314535826,disorder,rand,0.5,8
1,0.3,0.5,0.0128667113456571,0.1016681509984955,0.0623114761202544,0.5036262218865499,46.666666666666664,20.0,46.666666666666664,1,0.7714285714285715,,disorder,rand,0.5,8
2,0.3,0.5,0.0128667113456571,0.2802826238004525,0.1907901599035538,0.5000000000000004,53.333333333333336,33.33333333333333,53.333333333333336,1,0.7714285714285715,,disorder,rand,0.5,8
3,0.3,0.5,0.0128667113456571,0.4050573033456077,0.2874961226992253,0.5000000000000002,66.66666666666666,33.33333333333333,26.666666666666668,0,0.8857142857142858,-0.3388780924009694,disorder,rand,0.5,8
1,0.4,0.0,0.0208330466618835,0.0878531023185131,0.1018528843095752,0.5000000000000008,26.666666666666668,40.0,66.66666666666666,0,0.942857142857143,,disorder,rand,0.5,8
2,0.4,0.0,0.0208330466618835,0.2157162791217484,0.2664867488507534,0.4999999999999999,26.666666666666668,33.33333333333333,86.66666666666667,0,0.942857142857143,,disorder,rand,0.5,8
3,0.4,0.0,0.0208330466618835,0.3070522211250572,0.3491599510898248,0.4999999999999999,40.0,66.66666666666666,40.0,1,1.0,-0.1871531118286014,disorder,rand,0.5,8
1,0.12,1.0,0.0171715387249249,0.0399283095829454,0.0399283095829454,0.5029555868271767,66.66666666666666,66.66666666666666,66.66666666666666,1,0.6,,disorder,rand,0.5,9
2,0.12,1.0,0.0171715387249249,0.1159793307485282,0.1159793307485282,0.4999999999999997,66.66666666666666,66.66666666666666,66.66666666666666,1,0.942857142857143,,disorder,rand,0.5,9
3,0.12,1.0,0.0171715387249249,0.2120527648265182,0.2120527648265182,0.5000000000000007,66.66666666666666,66.66666666666666,66.66666666666666,1,0.6571428571428573,-0.0614821018327181,disorder,rand,0.5,9
1,0.2,1.0,0.0276406416993165,0.0737870179358278,0.0737870179358278,0.4999999999999986,66.66666666666666,66.66666666666666,66.66666666666666,1,0.942857142857143,,disorder,rand,0.5,9
2,0.2,1.0,0.0276406416993165,0.2107980967511447,0.2107980967511447,0.4999999999999993,66.66666666666666,66.66666666666666,66.66666666666666,1,0.8857142857142858,,disorder,rand,0.5,9
3,0.2,1.0,0.0276406416993165,0.3639927568237094,0.3639927568237094,0.4999999999999996,73.33333333333333,73.33333333333333,73.33333333333333,1,0.7714285714285715,-0.1265073050699965,disorder,rand,0.5,9
1,0.3,1.0,0.0348952496065507,0.1093728167870333,0.1093728167870333,0.4999999999999999,53.333333333333336,53.333333333333336,53.333333333333336,1,1.0,,disorder,rand,0.5,9
2,0.3,1.0,0.0348952496065507,0.296431641942514,0.296431641942514,0.4999999999999997,66.66666666666666,66.66666666666666,66.66666666666666,1,1.0,,disorder,rand,0.5,9
3,0.3,1.0,0.0348952496065507,0.4622639518577329,0.4622639518577329,0.4999999999999999,86.66666666666667,86.66666666666667,86.66666666666667,1,0.942857142857143,-0.1842020445180597,disorder,rand,0.5,9
1,0.4,0.5,0.0191412790978969,0.2035197672149677,0.1373732398393015,0.4999999999999999,93.33333333333331,53.333333333333336,53.333333333333336,0,0.8285714285714287,,disorder,rand,0.5,9
2,0.4,0.5,0.0191412790978969,0.4150020583835379,0.3435366828488447,0.4999999999999996,100.0,66.66666666666666,66.66666666666666,0,0.942857142857143,,disorder,rand,0.5,9
3,0.4,0.5,0.0191412790978969,0.4253433549289017,0.475653856252434,0.5000000000000001,80.0,100.0,80.0,1,1.0,-0.1502177818315258,disorder,rand,0.5,9
1,0.12,1.0,-0.007691971107027,0.0275948278770868,0.0275948278770868,0.4848285383289396,53.333333333333336,53.333333333333336,100.0,0,0.6571428571428573,,disorder,rand,1.0,0
2,0.12,1.0,-0.007691971107027,0.0955656768267336,0.0955656768267336,0.5000000000000001,66.66666666666666,66.66666666666666,100.0,0,0.6571428571428573,,disorder,rand,1.0,0
3,0.12,1.0,-0.007691971107027,0.162438363194671,0.162438363194671,0.5000000000000003,66.66666666666666,66.66666666666666,100.0,0,0.8285714285714287,-0.2405437578382936,disorder,rand,1.0,0
1,0.2,1.0,-0.0025518247204857,0.0696777250273087,0.0696777250273087,0.4999999999999991,66.66666666666666,66.66666666666666,60.0,0,0.7142857142857143,,disorder,rand,1.0,0
2,0.2,1.0,-0.0025518247204857,0.2153407660925066,0.2153407660925066,0.5,66.66666666666666,66.66666666666666,66.66666666666666,1,0.8857142857142858,,disorder,rand,1.0,0
3,0.2,1.0,-0.0025518247204857,0.3411063674653514,0.3411063674653514,0.5000000000000001,80.0,80.0,80.0,1,0.8857142857142858,-0.4020363688807394,disorder,rand,1.0,0
1,0.3,1.0,0.0108687541351533,0.1286607463839141,0.1286607463839141,0.5000000000000014,66.66666666666666,66.66666666666666,66.66666666666666,1,1.0,,disorder,rand,1.0,0
2,0.3,1.0,0.0108687541351533,0.3551018650486836,0.3551018650486836,0.4999999999999998,80.0,80.0,80.0,1,1.0,,disorder,rand,1.0,0
3,0.3,1.0,0.0108687541351533,0.4973046693163609,0.4973046693163609,0.4999999999999997,93.33333333333331,93.33333333333331,93.33333333333331,1,0.942857142857143,-0.4714477251000801,disorder,rand,1.0,0
1,0.4,1.0,0.0215197857507169,0.178209934442473,0.178209934442473,0.5000000000000002,80.0,80.0,80.0,1,1.0,,disorder,rand,1.0,0
2,0.4,1.0,0.0215197857507169,0.4442703921505772,0.4442703921505772,0.4999999999999996,100.0,100.0,100.0,1,0.942857142857143,,disorder,rand,1.0,0
3,0.4,1.0,0.0215197857507169,0.5450187448257536,0.5450187448257536,0.5000000000000006,100.0,100.0,86.66666666666667,0,0.8857142857142858,-0.4236595516369276,disorder,rand,1.0,0
1,0.12,0.5,0.002337653090916,0.0255824855893965,0.0236371614136511,0.6301422153280033,60.0,66.66666666666666,100.0,0,0.6,,disorder,rand,1.0,1
2,0.12,0.5,0.002337653090916,0.0861933979782202,0.0720972114048181,0.6213163461221637,53.333333333333336,66.66666666666666,100.0,0,0.6,,disorder,rand,1.0,1
3,0.12,0.5,0.002337653090916,0.1605341451031843,0.1309765384086728,0.6017571265528865,60.0,53.333333333333336,100.0,0,0.6,-0.1472371272177126,disorder,rand,1.0,1
1,0.2,0.5,0.0041276531761345,0.0540699440430629,0.035498576757481,0.6246026278038047,46.666666666666664,26.666666666666668,46.666666666666664,1,0.942857142857143,,disorder,rand,1.0,1
2,0.2,0.5,0.0041276531761345,0.1697963528349889,0.1146717433181539,0.584641716190147,40.0,26.666666666666668,40.0,1,0.942857142857143,,disorder,rand,1.0,1
3,0.2,0.5,0.0041276531761345,0.2868476195466588,0.1988073395096743,0.5717700932042084,53.333333333333336,26.666666666666668,100.0,0,0.7142857142857143,-0.2715067398250185,disorder,rand,1.0,1
1,0.3,0.5,0.0089564050572096,0.0930818882349605,0.0625234580145992,0.5246538220315691,40.0,26.666666666666668,40.0,1,0.7714285714285715,,disorder,rand,1.0,1
2,0.3,0.5,0.0089564050572096,0.2640554461833345,0.1895663931582302,0.5118422972679051,40.0,26.666666666666668,40.0,1,0.8285714285714287,,disorder,rand,1.0,1
3,0.3,0.5,0.0089564050572096,0.3899754738068413,0.2919657258756793,0.4999999999999999,60.0,33.33333333333333,80.0,0,0.7714285714285715,-0.3581679806351074,disorder,rand,1.0,1
1,0.4,0.5,0.0192978956788989,0.1350280047539451,0.10276201942542,0.5000000000000004,53.333333333333336,40.0,53.333333333333336,1,0.8285714285714287,,disorder,rand,1.0,1
2,0.4,0.5,0.0192978956788989,0.3430347423503649,0.2684348297775986,0.5000000000000001,73.33333333333333,33.33333333333333,73.33333333333333,1,0.942857142857143,,disorder,rand,1.0,1
3,0.4,0.5,0.0192978956788989,0.4416399077167225,0.3610558290953255,0.5000000000000001,100.0,73.33333333333333,53.333333333333336,0,0.8857142857142858,-0.3541883986090141,disorder,rand,1.0,1
1,0.12,0.0,0.0067645173400724,0.017262537350738,0.0251681922487957,0.7515980019894417,26.666666666666668,53.333333333333336,100.0,0,0.7714285714285715,,disorder,rand,1.0,2
2,0.12,0.0,0.0067645173400724,0.0510127925579745,0.0766973369602449,0.6918228290783991,26.666666666666668,46.666666666666664,100.0,0,0.7714285714285715,,disorder,rand,1.0,2
3,0.12,0.0,0.0067645173400724,0.0931985199952321,0.135772575359668,0.6507256850711634,26.666666666666668,46.666666666666664,100.0,0,0.7714285714285715,-0.0166420673556046,disorder,rand,1.0,2
1,0.2,0.0,0.0131445251365968,0.0424299310010651,0.0571008743441394,0.6474013397728837,26.666666666666668,46.666666666666664,100.0,0,0.942857142857143,,disorder,rand,1.0,2
