tau,S_fi,S_geo,S_sd,overlap_fi_geo,overlap_fi_sd,pct_fi,pct_geo,pct_sd,sd_fi,sd_geo,sd_opt,on_signed,off_frac,sp_Fi_total,sp_Fi_diag,setting,pattern,strength,realization,J_over_U,D_S,C_S_burn
1,"(1, 2)","(2, 3)","(1, 2)",0.5,1.0,100.0,80.0,100.0,0.008086571707,-0.0083458801000002,0.008086571707,-0.0265581650029074,0.672224335554918,-0.2,0.8285714285714287,disorder,rand,1.0,4,0.3,0.0265581650029074,0.02012068356441575
2,"(1, 2)","(2, 3)","(1, 2)",0.5,1.0,100.0,73.33333333333333,100.0,0.0627939211011141,-0.0258693165771339,0.0627939211011141,-0.0818497234892766,0.6201389138012239,0.0285714285714285,0.8285714285714287,disorder,rand,1.0,4,0.3,0.0818497234892766,0.02012068356441575
3,"(1, 2)","(2, 3)","(1, 2)",0.5,1.0,100.0,73.33333333333333,100.0,0.1588226469579556,-0.0172699780294202,0.1588226469579556,-0.1555309977858376,0.5872852557146344,0.4285714285714286,0.8857142857142858,disorder,rand,1.0,4,0.3,0.1555309977858376,0.02012068356441575
1,"(1, 2)","(2, 3)","(1, 2)",0.5,1.0,100.0,80.0,100.0,0.0093260714823573,-0.0167196421669205,0.0093260714823573,-0.0385060980419837,0.5334187451989809,-0.1428571428571428,0.942857142857143,disorder,rand,1.0,4,0.4,0.0385060980419837,0.026131531196036777
2,"(1, 2)","(2, 3)","(1, 2)",0.5,1.0,100.0,86.66666666666667,100.0,0.087576766769627,-0.0393773447655781,0.087576766769627,-0.117909462073903,0.5166487640107871,0.0857142857142857,0.942857142857143,disorder,rand,1.0,4,0.4,0.117909462073903,0.026131531196036777
3,"(1, 2)","(2, 3)","(1, 2)",0.5,1.0,100.0,80.0,100.0,0.2259958682699581,0.0020114263661868,0.2259958682699581,-0.2126909277442918,0.4999999999999983,0.4857142857142857,0.942857142857143,disorder,rand,1.0,4,0.4,0.2126909277442918,0.026131531196036777
1,"(3, 4)","(2, 3)","(0, 4)",0.5,0.5,73.33333333333333,80.0,60.0,7.329460618876737e-05,-0.0037365560554952,0.0057051134811714,-0.0132198119862818,0.3976537191530832,0.6571428571428573,-0.1428571428571428,disorder,rand,1.0,5,0.12,0.0132198119862818,0.013328057390792084
2,"(3, 4)","(2, 3)","(0, 4)",0.5,0.5,73.33333333333333,93.33333333333331,53.333333333333336,0.0095528523223487,-0.009182754867246,0.0236584389957439,-0.02916821107773,0.470250709048988,-0.2,0.4285714285714286,disorder,rand,1.0,5,0.12,0.02916821107773,0.013328057390792084
3,"(3, 4)","(2, 3)","(0, 3)",0.5,0.5,86.66666666666667,93.33333333333331,100.0,0.0324562372102255,0.0018573246448232,0.0528512317509943,-0.0484036416174473,0.4700256120695883,0.5428571428571429,0.3142857142857143,disorder,rand,1.0,5,0.12,0.0484036416174473,0.013328057390792084
1,"(3, 4)","(2, 3)","(0, 4)",0.5,0.5,100.0,86.66666666666667,60.0,0.0013203187729349,-0.006878034926038,0.0107338705487991,-0.0228852254142121,0.5000000000000084,0.0857142857142857,-0.1428571428571428,disorder,rand,1.0,5,0.2,0.0228852254142121,0.023684562396684455
2,"(3, 4)","(2, 3)","(0, 4)",0.5,0.5,100.0,86.66666666666667,80.0,0.0245850314284201,-0.0199254888884425,0.0527324333666201,-0.0537625378471041,0.500000000000001,-0.3142857142857143,0.0857142857142857,disorder,rand,1.0,5,0.2,0.0537625378471041,0.023684562396684455
